concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
3042838	3043111	Maps to	19700101	20991231	
3043111	3043111	Maps to	19700101	20991231	
3043111	3043111	Maps to	19700101	20991231	
3043623	3027114	Maps to	19700101	20991231	
3045716	3045716	Maps to	20021106	20991231	
3045716	3045716	Maps to	20021106	20991231	
3046523	3046523	Maps to	20060313	20991231	
3046523	3046523	Maps to	20060313	20991231	
3046581	3046581	Maps to	19700101	20991231	
3046581	3046581	Maps to	19700101	20991231	
3049273	3049273	Maps to	19700101	20991231	
3049273	3049273	Maps to	19700101	20991231	
3051673	3051673	Maps to	20060728	20991231	
3051673	3051673	Maps to	20060728	20991231	
3051825	3051825	Maps to	20041020	20991231	
3051825	3051825	Maps to	20041020	20991231	
4001336	4001336	Maps to	19700101	20991231	
4001336	4001336	Maps to	19700101	20991231	
4001645	80502	Maps to	19700101	20991231	
4001803	4316217	Maps to	19700101	20991231	
4008261	4008261	Maps to	19700101	20991231	
4008261	4008261	Maps to	19700101	20991231	
4010236	4237458	Maps to	19700101	20991231	
4010253	4010253	Maps to	19700101	20991231	
4010253	4010253	Maps to	19700101	20991231	
4010375	4278672	Maps to	19700101	20991231	
4011662	4035415	Maps to	19700101	20991231	
4012485	4012485	Maps to	19700101	20991231	
4012485	4012485	Maps to	19700101	20991231	
4013317	4066995	Maps to	20180731	20991231	
4013768	4066995	Maps to	20180731	20991231	
4014070	4278672	Maps to	19700101	20991231	
4014230	81151	Maps to	19700101	20991231	
4014530	4001336	Maps to	19700101	20991231	
4015071	4134304	Maps to	19700101	20991231	
4015126	4163708	Maps to	19700101	20991231	
4015590	4015590	Maps to	19700101	20991231	
4015590	4015590	Maps to	19700101	20991231	
4015701	4015701	Maps to	19700101	20991231	
4015701	4015701	Maps to	19700101	20991231	
4015715	4199458	Maps to	19700101	20991231	
4016117	4059173	Maps to	19700101	20991231	
4016674	81151	Maps to	19700101	20991231	
4017595	4198190	Maps to	19700101	20991231	
4017596	4198190	Maps to	19700101	20991231	
4018015	4198190	Maps to	19700101	20991231	
4018016	4198190	Maps to	19700101	20991231	
4018131	4181781	Maps to	19700101	20991231	
4018227	4134304	Maps to	19700101	20991231	
4018619	4018619	Maps to	19700101	20991231	
4018619	4018619	Maps to	19700101	20991231	
4018695	4336464	Maps to	19700101	20991231	
4018696	4336464	Maps to	19700101	20991231	
4018708	4336464	Maps to	19700101	20991231	
4018753	4336464	Maps to	19700101	20991231	
4018756	4336464	Maps to	19700101	20991231	
4018764	4336464	Maps to	19700101	20991231	
4018770	4336464	Maps to	19700101	20991231	
4018957	78272	Maps to	19700101	20991231	
4020097	4336464	Maps to	19700101	20991231	
4020222	4336464	Maps to	19700101	20991231	
4020223	4336464	Maps to	19700101	20991231	
4020224	4336464	Maps to	19700101	20991231	
4020225	4336464	Maps to	19700101	20991231	
4021192	4021192	Maps to	19700101	20991231	
4021192	4021192	Maps to	19700101	20991231	
4021336	4021336	Maps to	19700101	20991231	
4021336	4021336	Maps to	19700101	20991231	
4024119	319049	Maps to	20170731	20991231	
4024289	4024289	Maps to	19700101	20991231	
4024289	4024289	Maps to	19700101	20991231	
4024998	440448	Maps to	19700101	20991231	
4026142	196456	Maps to	19700101	20991231	
4026143	196456	Maps to	19700101	20991231	
4029498	4029498	Maps to	19700101	20991231	
4029498	4029498	Maps to	19700101	20991231	
4029715	4029715	Maps to	19700101	20991231	
4029715	4029715	Maps to	19700101	20991231	
4030172	4163951	Maps to	20170731	20991231	
4030886	4030886	Maps to	19700101	20991231	
4030886	4030886	Maps to	19700101	20991231	
4035415	4035415	Maps to	19700101	20991231	
4035415	4035415	Maps to	19700101	20991231	
4035793	4035793	Maps to	19700101	20991231	
4035793	4035793	Maps to	19700101	20991231	
4037675	4037675	Maps to	19700101	20991231	
4037675	4037675	Maps to	19700101	20991231	
4038238	4038238	Maps to	19700101	20991231	
4038238	4038238	Maps to	19700101	20991231	
4040260	321042	Maps to	20170731	20991231	
4043071	4043071	Maps to	19700101	20991231	
4043071	4043071	Maps to	19700101	20991231	
4043241	4043241	Maps to	19700101	20991231	
4043241	4043241	Maps to	19700101	20991231	
4043774	4151422	Maps to	19700101	20991231	
4047491	4047491	Maps to	19700101	20991231	
4047491	4047491	Maps to	19700101	20991231	
4047494	4047494	Maps to	19700101	20991231	
4047494	4047494	Maps to	19700101	20991231	
4048171	4048171	Maps to	19700101	20991231	
4048171	4048171	Maps to	19700101	20991231	
4048478	4280726	Maps to	19700101	20991231	
4048695	4048695	Maps to	19700101	20991231	
4048695	4048695	Maps to	19700101	20991231	
4051466	4051466	Maps to	19700101	20991231	
4051466	4051466	Maps to	19700101	20991231	
4055336	196456	Maps to	19700101	20991231	
4055337	196456	Maps to	19700101	20991231	
4055372	261600	Maps to	19700101	20991231	
4055644	261600	Maps to	19700101	20991231	
4055754	4055754	Maps to	19700101	20991231	
4055754	4055754	Maps to	19700101	20991231	
4055982	4055982	Maps to	19700101	20991231	
4055982	4055982	Maps to	19700101	20991231	
4056621	4056621	Maps to	19700101	20991231	
4056621	4056621	Maps to	19700101	20991231	
4057012	4151422	Maps to	19700101	20991231	
4057128	4151422	Maps to	19700101	20991231	
4057420	4057420	Maps to	19700101	20991231	
4057420	4057420	Maps to	19700101	20991231	
4057525	440448	Maps to	19700101	20991231	
4057882	4145310	Maps to	19700101	20991231	
4057974	439393	Maps to	19700101	20991231	
4057975	439393	Maps to	19700101	20991231	
4058629	4029715	Maps to	19700101	20991231	
4058699	196456	Maps to	19700101	20991231	
4058811	196456	Maps to	19700101	20991231	
4058850	4058850	Maps to	19700101	20991231	
4058850	4058850	Maps to	19700101	20991231	
4058899	4058899	Maps to	19700101	20991231	
4058899	4058899	Maps to	19700101	20991231	
4059023	312437	Maps to	19700101	20991231	
4059144	195588	Maps to	19700101	20991231	
4059173	4059173	Maps to	19700101	20991231	
4059173	4059173	Maps to	19700101	20991231	
4059303	198809	Maps to	19700101	20991231	
4059304	198809	Maps to	19700101	20991231	
4059610	195588	Maps to	19700101	20991231	
4059700	4230911	Maps to	19700101	20991231	
4059978	4059978	Maps to	19700101	20991231	
4059978	4059978	Maps to	19700101	20991231	
4060626	4060626	Maps to	19700101	20991231	
4060626	4060626	Maps to	19700101	20991231	
4060813	195588	Maps to	19700101	20991231	
4060985	4060985	Maps to	19700101	20991231	
4060985	4060985	Maps to	19700101	20991231	
4061291	4293738	Maps to	20180731	20991231	
4061303	4029715	Maps to	19700101	20991231	
4061551	4029715	Maps to	19700101	20991231	
4061737	133834	Maps to	19700101	20991231	
4061811	4195645	Maps to	20190731	20991231	
4061846	134438	Maps to	19700101	20991231	
4062427	439393	Maps to	19700101	20991231	
4062428	439393	Maps to	19700101	20991231	
4062429	439393	Maps to	19700101	20991231	
4062501	4062501	Maps to	19700101	20991231	
4062501	4062501	Maps to	19700101	20991231	
4062907	439393	Maps to	19700101	20991231	
4063311	134438	Maps to	19700101	20991231	
4064377	4064377	Maps to	19700101	20991231	
4064377	4064377	Maps to	19700101	20991231	
4065276	4163951	Maps to	19700101	20991231	
4065681	4018619	Maps to	19700101	20991231	
4066549	4047494	Maps to	19700101	20991231	
4066551	4047494	Maps to	19700101	20991231	
4066739	134438	Maps to	19700101	20991231	
4066817	134438	Maps to	19700101	20991231	
4066995	4066995	Maps to	19700101	20991231	
4066995	4066995	Maps to	19700101	20991231	
4067673	4242997	Maps to	19700101	20991231	
4067674	4242997	Maps to	19700101	20991231	
4067712	4337138	Maps to	19700101	20991231	
4068296	4047494	Maps to	19700101	20991231	
4068681	4168133	Maps to	19700101	20991231	
4068785	4068785	Maps to	19700101	20991231	
4068785	4068785	Maps to	19700101	20991231	
4068786	4068785	Maps to	19700101	20991231	
4069523	80502	Maps to	19700101	20991231	
4069620	4168133	Maps to	19700101	20991231	
4070878	4337138	Maps to	19700101	20991231	
4073422	4073422	Maps to	19700101	20991231	
4073422	4073422	Maps to	19700101	20991231	
4075164	4015701	Maps to	19700101	20991231	
4075184	4015701	Maps to	19700101	20991231	
4075185	4015701	Maps to	19700101	20991231	
4075363	4075363	Maps to	19700101	20991231	
4075363	4075363	Maps to	19700101	20991231	
4075628	4199276	Maps to	19700101	20991231	
4075924	4170947	Maps to	19700101	20991231	
4076071	4203771	Maps to	19700101	20991231	
4076330	4170947	Maps to	19700101	20991231	
4076470	4203771	Maps to	19700101	20991231	
4077697	4077697	Maps to	19700101	20991231	
4077697	4077697	Maps to	19700101	20991231	
4078199	4078199	Maps to	19700101	20991231	
4078199	4078199	Maps to	19700101	20991231	
4078393	4078393	Maps to	19700101	20991231	
4078393	4078393	Maps to	19700101	20991231	
4078732	4181778	Maps to	19700101	20991231	
4078734	4295880	Maps to	19700101	20991231	
4078738	4146536	Maps to	19700101	20991231	
4078793	4078793	Maps to	19700101	20991231	
4078793	4078793	Maps to	19700101	20991231	
4079109	4170947	Maps to	19700101	20991231	
4079749	4079749	Maps to	19700101	20991231	
4079749	4079749	Maps to	19700101	20991231	
4079750	4079750	Maps to	19700101	20991231	
4079750	4079750	Maps to	19700101	20991231	
4080238	4181778	Maps to	19700101	20991231	
4080239	4218408	Maps to	19700101	20991231	
4081159	45766064	Maps to	20160131	20991231	
4081880	4081880	Maps to	19700101	20991231	
4081880	4081880	Maps to	19700101	20991231	
4082984	4082984	Maps to	19700101	20991231	
4082984	4082984	Maps to	19700101	20991231	
4084167	4084167	Maps to	19700101	20991231	
4084167	4084167	Maps to	19700101	20991231	
4085731	4085731	Maps to	19700101	20991231	
4085731	4085731	Maps to	19700101	20991231	
4091318	28060	Maps to	19700101	20991231	
4094814	4094814	Maps to	19700101	20991231	
4094814	4094814	Maps to	19700101	20991231	
4095322	4180790	Maps to	19700101	20991231	
4096036	192279	Maps to	19700101	20991231	
4097870	435796	Maps to	19700101	20991231	
4098023	439777	Maps to	19700101	20991231	
4098146	439777	Maps to	19700101	20991231	
4098483	432867	Maps to	19700101	20991231	
4098761	439777	Maps to	19700101	20991231	
4098763	439777	Maps to	19700101	20991231	
4099648	192279	Maps to	19700101	20991231	
4100371	4282096	Maps to	20180731	20991231	
4100539	436676	Maps to	19700101	20991231	
4101002	439777	Maps to	19700101	20991231	
4101436	441267	Maps to	19700101	20991231	
4101587	439777	Maps to	19700101	20991231	
4101748	380378	Maps to	19700101	20991231	
4104065	372328	Maps to	19700101	20991231	
4104066	372328	Maps to	19700101	20991231	
4104067	372328	Maps to	19700101	20991231	
4104068	372328	Maps to	19700101	20991231	
4104861	380378	Maps to	19700101	20991231	
4106269	4078199	Maps to	19700101	20991231	
4107731	4107731	Maps to	19700101	20991231	
4107731	4107731	Maps to	19700101	20991231	
4108513	372328	Maps to	19700101	20991231	
4108514	372328	Maps to	19700101	20991231	
4108518	372328	Maps to	19700101	20991231	
4108563	4263590	Maps to	19700101	20991231	
4108564	4263590	Maps to	19700101	20991231	
4108565	4108565	Maps to	19700101	20991231	
4108565	4108565	Maps to	19700101	20991231	
4108566	4108565	Maps to	19700101	20991231	
4108705	4108705	Maps to	19700101	20991231	
4108705	4108705	Maps to	19700101	20991231	
4108712	4181778	Maps to	19700101	20991231	
4108713	4218408	Maps to	19700101	20991231	
4108717	4295880	Maps to	19700101	20991231	
4108837	4146536	Maps to	19700101	20991231	
4109685	4109685	Maps to	19700101	20991231	
4109685	4109685	Maps to	19700101	20991231	
4110022	260139	Maps to	20170731	20991231	
4110177	317009	Maps to	19700101	20991231	
4110486	260139	Maps to	19700101	20991231	
4110494	257012	Maps to	19700101	20991231	
4110591	4110591	Maps to	19700101	20991231	
4110591	4110591	Maps to	19700101	20991231	
4110642	317009	Maps to	19700101	20991231	
4110791	372328	Maps to	19700101	20991231	
4110792	372328	Maps to	19700101	20991231	
4110951	4329847	Maps to	19700101	20991231	
4110952	4329847	Maps to	19700101	20991231	
4110953	4329847	Maps to	19700101	20991231	
4110954	4329847	Maps to	19700101	20991231	
4111235	372328	Maps to	19700101	20991231	
4111236	372328	Maps to	19700101	20991231	
4111389	4329847	Maps to	19700101	20991231	
4112343	4112343	Maps to	19700101	20991231	
4112343	4112343	Maps to	19700101	20991231	
4112356	260139	Maps to	20170731	20991231	
4112362	260139	Maps to	19700101	20991231	
4112502	257012	Maps to	19700101	20991231	
4112523	260139	Maps to	19700101	20991231	
4112532	257012	Maps to	19700101	20991231	
4112670	317009	Maps to	19700101	20991231	
4112853	4112853	Maps to	19700101	20991231	
4112853	4112853	Maps to	19700101	20991231	
4112951	199076	Maps to	19700101	20991231	
4113008	4113008	Maps to	19700101	20991231	
4113008	4113008	Maps to	19700101	20991231	
4113051	40318618	Maps to	19700101	20991231	
4113052	40318618	Maps to	19700101	20991231	
4113053	40318618	Maps to	19700101	20991231	
4113054	40318618	Maps to	20170731	20991231	
4113352	40318618	Maps to	20170731	20991231	
4113370	40318618	Maps to	20170731	20991231	
4113968	40318618	Maps to	19700101	20991231	
4113986	40318618	Maps to	20170731	20991231	
4113987	40318618	Maps to	19700101	20991231	
4113988	40318618	Maps to	19700101	20991231	
4114128	40318618	Maps to	20170731	20991231	
4114144	40318618	Maps to	20170731	20991231	
4114145	40318618	Maps to	19700101	20991231	
4114146	40318618	Maps to	20170731	20991231	
4114261	40318618	Maps to	20170731	20991231	
4114438	80809	Maps to	19700101	20991231	
4114445	80809	Maps to	19700101	20991231	
4115052	80809	Maps to	19700101	20991231	
4115162	80809	Maps to	19700101	20991231	
4115276	4115276	Maps to	19700101	20991231	
4115276	4115276	Maps to	19700101	20991231	
4116491	4116491	Maps to	19700101	20991231	
4116491	4116491	Maps to	19700101	20991231	
4116588	4079749	Maps to	19700101	20991231	
4116767	80809	Maps to	20190731	20991231	
4117038	4117038	Maps to	19700101	20991231	
4117038	4117038	Maps to	19700101	20991231	
4117688	80809	Maps to	19700101	20991231	
4118571	4158346	Maps to	19700101	20991231	
4118758	312437	Maps to	19700101	20991231	
4118760	254761	Maps to	19700101	20991231	
4118927	312437	Maps to	19700101	20991231	
4119576	4286804	Maps to	19700101	20991231	
4120314	4120314	Maps to	19700101	20991231	
4120314	4120314	Maps to	19700101	20991231	
4120815	4238715	Maps to	19700101	20991231	
4120961	4120961	Maps to	19700101	20991231	
4120961	4120961	Maps to	19700101	20991231	
4121105	439777	Maps to	19700101	20991231	
4121231	4235738	Maps to	19700101	20991231	
4121448	4273629	Maps to	19700101	20991231	
4121587	4150970	Maps to	19700101	20991231	
4121757	4128031	Maps to	20190731	20991231	
4121759	4128031	Maps to	20190731	20991231	
4121926	439393	Maps to	19700101	20991231	
4122308	4336464	Maps to	19700101	20991231	
4122922	439777	Maps to	19700101	20991231	
4123617	4198190	Maps to	19700101	20991231	
4124233	4330583	Maps to	19700101	20991231	
4125214	4242997	Maps to	19700101	20991231	
4125331	4235738	Maps to	19700101	20991231	
4125906	4125906	Maps to	19700101	20991231	
4125906	4125906	Maps to	19700101	20991231	
4127235	4127235	Maps to	19700101	20991231	
4127235	4127235	Maps to	19700101	20991231	
4127260	4127260	Maps to	19700101	20991231	
4127260	4127260	Maps to	19700101	20991231	
4128031	4128031	Maps to	19700101	20991231	
4128031	4128031	Maps to	19700101	20991231	
4128730	4181781	Maps to	19700101	20991231	
4129902	4129902	Maps to	19700101	20991231	
4129902	4129902	Maps to	19700101	20991231	
4132546	4132546	Maps to	19700101	20991231	
4132546	4132546	Maps to	19700101	20991231	
4134304	4134304	Maps to	19700101	20991231	
4134304	4134304	Maps to	19700101	20991231	
4134565	4134565	Maps to	19700101	20991231	
4134565	4134565	Maps to	19700101	20991231	
4135746	4142905	Maps to	19700101	20991231	
4141399	441267	Maps to	19700101	20991231	
4141448	4141448	Maps to	19700101	20991231	
4141448	4141448	Maps to	19700101	20991231	
4141622	317009	Maps to	19700101	20991231	
4141936	4068785	Maps to	19700101	20991231	
4142077	4203771	Maps to	19700101	20991231	
4142246	4198190	Maps to	19700101	20991231	
4142530	4108565	Maps to	19700101	20991231	
4142905	4142905	Maps to	19700101	20991231	
4142905	4142905	Maps to	19700101	20991231	
4143075	439393	Maps to	19700101	20991231	
4143966	320128	Maps to	19700101	20991231	
4144177	440448	Maps to	19700101	20991231	
4144583	4144583	Maps to	19700101	20991231	
4144583	4144583	Maps to	19700101	20991231	
4144715	4198190	Maps to	19700101	20991231	
4144728	4242997	Maps to	19700101	20991231	
4145310	4145310	Maps to	19700101	20991231	
4145310	4145310	Maps to	19700101	20991231	
4146053	4146053	Maps to	19700101	20991231	
4146053	4146053	Maps to	19700101	20991231	
4146098	380378	Maps to	19700101	20991231	
4146117	372328	Maps to	19700101	20991231	
4146173	4146173	Maps to	19700101	20991231	
4146173	4146173	Maps to	19700101	20991231	
4146536	4146536	Maps to	19700101	20991231	
4146536	4146536	Maps to	19700101	20991231	
4147421	312437	Maps to	19700101	20991231	
4148029	321042	Maps to	19700101	20991231	
4148037	380378	Maps to	19700101	20991231	
4148562	4112853	Maps to	19700101	20991231	
4148904	381316	Maps to	19700101	20991231	
4148919	133834	Maps to	19700101	20991231	
4149245	4149245	Maps to	19700101	20991231	
4149245	4149245	Maps to	19700101	20991231	
4149548	4066995	Maps to	20180731	20991231	
4149867	45766064	Maps to	20160131	20991231	
4150154	439777	Maps to	19700101	20991231	
4150157	439777	Maps to	19700101	20991231	
4150653	4150653	Maps to	19700101	20991231	
4150653	4150653	Maps to	19700101	20991231	
4150970	4150970	Maps to	19700101	20991231	
4150970	4150970	Maps to	19700101	20991231	
4151198	375671	Maps to	20170731	20991231	
4151259	4180790	Maps to	19700101	20991231	
4151422	4151422	Maps to	19700101	20991231	
4151422	4151422	Maps to	19700101	20991231	
4151544	4055982	Maps to	19700101	20991231	
4152280	4152280	Maps to	19700101	20991231	
4152280	4152280	Maps to	19700101	20991231	
4152936	4152936	Maps to	19700101	20991231	
4152936	4152936	Maps to	19700101	20991231	
4153880	4180790	Maps to	19700101	20991231	
4154349	4203771	Maps to	19700101	20991231	
4154494	4336464	Maps to	19700101	20991231	
4155034	4155034	Maps to	19700101	20991231	
4155034	4155034	Maps to	19700101	20991231	
4156265	4156265	Maps to	19700101	20991231	
4156265	4156265	Maps to	19700101	20991231	
4158346	4158346	Maps to	19700101	20991231	
4158346	4158346	Maps to	19700101	20991231	
4161390	4161390	Maps to	20090131	20991231	
4161390	4161390	Maps to	20090131	20991231	
4162736	4162736	Maps to	19700101	20991231	
4162736	4162736	Maps to	19700101	20991231	
4163708	4163708	Maps to	19700101	20991231	
4163708	4163708	Maps to	19700101	20991231	
4163872	4163872	Maps to	19700101	20991231	
4163872	4163872	Maps to	19700101	20991231	
4163874	4163874	Maps to	19700101	20991231	
4163874	4163874	Maps to	19700101	20991231	
4163951	4163951	Maps to	19700101	20991231	
4163951	4163951	Maps to	19700101	20991231	
4163971	4163971	Maps to	19700101	20991231	
4163971	4163971	Maps to	19700101	20991231	
4164356	437663	Maps to	19700101	20991231	
4166224	4166224	Maps to	19700101	20991231	
4166224	4166224	Maps to	19700101	20991231	
4166590	4132546	Maps to	20180731	20991231	
4166590	4132546	Maps to	20180731	20991231	
4166761	4166761	Maps to	19700101	20991231	
4166761	4166761	Maps to	19700101	20991231	
4168004	4168004	Maps to	19700101	20991231	
4168004	4168004	Maps to	19700101	20991231	
4168133	4168133	Maps to	19700101	20991231	
4168133	4168133	Maps to	19700101	20991231	
4168215	436096	Maps to	19700101	20991231	
4168236	4168236	Maps to	19700101	20991231	
4168236	4168236	Maps to	19700101	20991231	
4170622	255848	Maps to	19700101	20991231	
4170947	4170947	Maps to	19700101	20991231	
4170947	4170947	Maps to	19700101	20991231	
4173638	4059978	Maps to	19700101	20991231	
4180790	4180790	Maps to	19700101	20991231	
4180790	4180790	Maps to	19700101	20991231	
4181778	4181778	Maps to	19700101	20991231	
4181778	4181778	Maps to	19700101	20991231	
4181781	4181781	Maps to	19700101	20991231	
4181781	4181781	Maps to	19700101	20991231	
4181917	4181917	Maps to	19700101	20991231	
4181917	4181917	Maps to	19700101	20991231	
4186930	4186930	Maps to	19700101	20991231	
4186930	4186930	Maps to	19700101	20991231	
4187458	4187458	Maps to	19700101	20991231	
4187458	4187458	Maps to	19700101	20991231	
4188598	4188598	Maps to	19700101	20991231	
4188598	4188598	Maps to	19700101	20991231	
4191853	4191853	Maps to	19700101	20991231	
4191853	4191853	Maps to	19700101	20991231	
4192036	4015701	Maps to	20180625	20991231	
4193582	381316	Maps to	19700101	20991231	
4194491	134438	Maps to	20190131	20991231	
4195136	4195136	Maps to	19700101	20991231	
4195136	4195136	Maps to	19700101	20991231	
4195803	4195803	Maps to	19700101	20991231	
4195803	4195803	Maps to	19700101	20991231	
4196262	4196262	Maps to	19700101	20991231	
4196262	4196262	Maps to	19700101	20991231	
4197460	4197460	Maps to	19700101	20991231	
4197460	4197460	Maps to	19700101	20991231	
4197723	4214376	Maps to	19700101	20991231	
4198190	4198190	Maps to	19700101	20991231	
4198190	4198190	Maps to	19700101	20991231	
4199235	4199235	Maps to	20090131	20991231	
4199235	4199235	Maps to	20090131	20991231	
4199276	4199276	Maps to	19700101	20991231	
4199276	4199276	Maps to	19700101	20991231	
4199458	4199458	Maps to	19700101	20991231	
4199458	4199458	Maps to	19700101	20991231	
4202451	4202451	Maps to	20090131	20991231	
4202451	4202451	Maps to	20090131	20991231	
4202832	4202832	Maps to	19700101	20991231	
4202832	4202832	Maps to	19700101	20991231	
4203771	4203771	Maps to	19700101	20991231	
4203771	4203771	Maps to	19700101	20991231	
4204837	4079749	Maps to	20190731	20991231	
4207955	4203771	Maps to	20180731	20991231	
4208104	4208104	Maps to	19700101	20991231	
4208104	4208104	Maps to	19700101	20991231	
4213045	4213045	Maps to	19700101	20991231	
4213045	4213045	Maps to	19700101	20991231	
4214376	4214376	Maps to	19700101	20991231	
4214376	4214376	Maps to	19700101	20991231	
4216130	4216130	Maps to	19700101	20991231	
4216130	4216130	Maps to	19700101	20991231	
4217975	4217975	Maps to	19700101	20991231	
4217975	4217975	Maps to	19700101	20991231	
4218106	4218106	Maps to	19700101	20991231	
4218106	4218106	Maps to	19700101	20991231	
4218389	4218389	Maps to	19700101	20991231	
4218389	4218389	Maps to	19700101	20991231	
4218408	4218408	Maps to	19700101	20991231	
4218408	4218408	Maps to	19700101	20991231	
4219631	4219631	Maps to	19700101	20991231	
4219631	4219631	Maps to	19700101	20991231	
4226121	4226121	Maps to	19700101	20991231	
4226121	4226121	Maps to	19700101	20991231	
4229440	4229440	Maps to	19700101	20991231	
4229440	4229440	Maps to	19700101	20991231	
4230209	4230209	Maps to	19700101	20991231	
4230209	4230209	Maps to	19700101	20991231	
4230399	4230399	Maps to	19700101	20991231	
4230399	4230399	Maps to	19700101	20991231	
4230911	4230911	Maps to	19700101	20991231	
4230911	4230911	Maps to	19700101	20991231	
4234541	4234541	Maps to	19700101	20991231	
4234541	4234541	Maps to	19700101	20991231	
4234705	4234705	Maps to	19700101	20991231	
4234705	4234705	Maps to	19700101	20991231	
4235738	4235738	Maps to	19700101	20991231	
4235738	4235738	Maps to	19700101	20991231	
4237458	4237458	Maps to	19700101	20991231	
4237458	4237458	Maps to	19700101	20991231	
4238715	4238715	Maps to	19700101	20991231	
4238715	4238715	Maps to	19700101	20991231	
4240305	4240305	Maps to	19700101	20991231	
4240305	4240305	Maps to	19700101	20991231	
4240345	4240345	Maps to	19700101	20991231	
4240345	4240345	Maps to	19700101	20991231	
4242997	4242997	Maps to	19700101	20991231	
4242997	4242997	Maps to	19700101	20991231	
4243062	4243062	Maps to	19700101	20991231	
4243062	4243062	Maps to	19700101	20991231	
4245614	4245614	Maps to	19700101	20991231	
4245614	4245614	Maps to	19700101	20991231	
4246502	4246502	Maps to	19700101	20991231	
4246502	4246502	Maps to	19700101	20991231	
4249893	4249893	Maps to	19700101	20991231	
4249893	4249893	Maps to	19700101	20991231	
4252419	4252419	Maps to	19700101	20991231	
4252419	4252419	Maps to	19700101	20991231	
4254766	4254766	Maps to	19700101	20991231	
4254766	4254766	Maps to	19700101	20991231	
4256640	4256640	Maps to	19700101	20991231	
4256640	4256640	Maps to	19700101	20991231	
4262136	4262136	Maps to	19700101	20991231	
4262136	4262136	Maps to	19700101	20991231	
4263386	4263386	Maps to	19700101	20991231	
4263386	4263386	Maps to	19700101	20991231	
4263590	4263590	Maps to	19700101	20991231	
4263590	4263590	Maps to	19700101	20991231	
4273629	4273629	Maps to	19700101	20991231	
4273629	4273629	Maps to	19700101	20991231	
4275113	4275113	Maps to	19700101	20991231	
4275113	4275113	Maps to	19700101	20991231	
4276519	4276519	Maps to	19700101	20991231	
4276519	4276519	Maps to	19700101	20991231	
4278515	4278515	Maps to	19700101	20991231	
4278515	4278515	Maps to	19700101	20991231	
4278672	4278672	Maps to	19700101	20991231	
4278672	4278672	Maps to	19700101	20991231	
4280726	4280726	Maps to	19700101	20991231	
4280726	4280726	Maps to	19700101	20991231	
4282096	4282096	Maps to	19700101	20991231	
4282096	4282096	Maps to	19700101	20991231	
4283893	4283893	Maps to	19700101	20991231	
4283893	4283893	Maps to	19700101	20991231	
4285898	4285898	Maps to	19700101	20991231	
4285898	4285898	Maps to	19700101	20991231	
4286804	4286804	Maps to	19700101	20991231	
4286804	4286804	Maps to	19700101	20991231	
4293738	4293738	Maps to	19700101	20991231	
4293738	4293738	Maps to	19700101	20991231	
4293740	4293740	Maps to	19700101	20991231	
4293740	4293740	Maps to	19700101	20991231	
4294513	4294513	Maps to	19700101	20991231	
4294513	4294513	Maps to	19700101	20991231	
4294548	4294548	Maps to	19700101	20991231	
4294548	4294548	Maps to	19700101	20991231	
4295880	4295880	Maps to	19700101	20991231	
4295880	4295880	Maps to	19700101	20991231	
4296204	4296204	Maps to	19700101	20991231	
4296204	4296204	Maps to	19700101	20991231	
4296205	4296205	Maps to	19700101	20991231	
4296205	4296205	Maps to	19700101	20991231	
4299128	4299128	Maps to	19700101	20991231	
4299128	4299128	Maps to	19700101	20991231	
4301346	4301346	Maps to	19700101	20991231	
4301346	4301346	Maps to	19700101	20991231	
4301557	4301557	Maps to	19700101	20991231	
4301557	4301557	Maps to	19700101	20991231	
4302356	4302356	Maps to	19700101	20991231	
4302356	4302356	Maps to	19700101	20991231	
4306061	4306061	Maps to	19700101	20991231	
4306061	4306061	Maps to	19700101	20991231	
4309027	4309027	Maps to	19700101	20991231	
4309027	4309027	Maps to	19700101	20991231	
4310703	4310703	Maps to	19700101	20991231	
4310703	4310703	Maps to	19700101	20991231	
4311671	4311671	Maps to	19700101	20991231	
4311671	4311671	Maps to	19700101	20991231	
4311765	4311765	Maps to	19700101	20991231	
4311765	4311765	Maps to	19700101	20991231	
4316217	4316217	Maps to	19700101	20991231	
4316217	4316217	Maps to	19700101	20991231	
4318531	4318531	Maps to	19700101	20991231	
4318531	4318531	Maps to	19700101	20991231	
4323208	4323208	Maps to	20080131	20991231	
4323208	4323208	Maps to	20080131	20991231	
4323766	4323766	Maps to	20080131	20991231	
4323766	4323766	Maps to	20080131	20991231	
4323902	4323902	Maps to	20080131	20991231	
4323902	4323902	Maps to	20080131	20991231	
4324181	4324181	Maps to	20080131	20991231	
4324181	4324181	Maps to	20080131	20991231	
4324693	4324693	Maps to	19700101	20991231	
4324693	4324693	Maps to	19700101	20991231	
4326177	4326177	Maps to	20090131	20991231	
4326177	4326177	Maps to	20090131	20991231	
4327580	43531648	Maps to	20190131	20991231	
4329847	4329847	Maps to	19700101	20991231	
4329847	4329847	Maps to	19700101	20991231	
4330583	4330583	Maps to	19700101	20991231	
4330583	4330583	Maps to	19700101	20991231	
4331248	4331248	Maps to	20090131	20991231	
4331248	4331248	Maps to	20090131	20991231	
4335825	4335825	Maps to	20090131	20991231	
4335825	4335825	Maps to	20090131	20991231	
4336464	4336464	Maps to	19700101	20991231	
4336464	4336464	Maps to	19700101	20991231	
